District,District Code,Taluka,Taluka Code,Village,Village Code,DTV Code
____,01,______,07,___ - 069,069,0107069
____,01,______,07,______ - 131,131,0107131
____,01,______,07,_____ - 012,012,0107012
____,01,______,07,_________ - 082,082,0107082
____,01,______,07,____ - 030,030,0107030
____,01,______,07,_______ - 073,073,0107073
____,01,______,07,______ - 088,088,0107088
____,01,______,07,___ ____ - 004,004,0107004
____,01,______,07,___ ____ - 003,003,0107003
____,01,______,07,________ - 107,107,0107107
____,01,______,07,_______ - 042,042,0107042
____,01,______,07,____ - 039,039,0107039
____,01,______,07,_______ ____ - 132,132,0107132
____,01,______,07,_______ ____ - 155,155,0107155
____,01,______,07,______ - 072,072,0107072
____,01,______,07,____ - 101,101,0107101
____,01,______,07,________ - 109,109,0107109
____,01,______,07,____ - 160,160,0107160
____,01,______,07,____ - __ - 094,094,0107094
____,01,______,07,_______ - 106,106,0107106
____,01,______,07,_______ - 100,100,0107100
____,01,______,07,_______ - 080,080,0107080
____,01,______,07,_____ - 134,134,0107134
____,01,______,07,___ - 013,013,0107013
____,01,______,07,______ - 139,139,0107139
____,01,______,07,_____ - 017,017,0107017
____,01,______,07,______ - 129,129,0107129
____,01,______,07,______ - 026,026,0107026
____,01,______,07,_______ ____ - 149,149,0107149
____,01,______,07,___ - 108,108,0107108
____,01,______,07,_________ - 040,040,0107040
____,01,______,07,_____ - 089,089,0107089
____,01,______,07,______ - 114,114,0107114
____,01,______,07,_____(____) - 034,034,0107034
____,01,______,07,________ - 079,079,0107079
____,01,______,07,_______ - 150,150,0107150
____,01,______,07,_____ - 163,163,0107163
____,01,______,07,______ - 022,022,0107022
____,01,______,07,________ - 045,045,0107045
____,01,______,07,____ - 087,087,0107087
____,01,______,07,____ - 035,035,0107035
____,01,______,07,_________ - 102,102,0107102
____,01,______,07,_________ - 104,104,0107104
____,01,______,07,_____ ____ - 148,148,0107148
____,01,______,07,______ ______ - 090,090,0107090
____,01,______,07,_______ - 112,112,0107112
____,01,______,07,_____ - 016,016,0107016
____,01,______,07,_____ - 093,093,0107093
____,01,______,07,_____ - 014,014,0107014
____,01,______,07,_________ - 011,011,0107011
____,01,______,07,_________ - 084,084,0107084
____,01,______,07,____ _____ - 105,105,0107105
____,01,______,07,_____ - 009,009,0107009
____,01,______,07,______ - 121,121,0107121
____,01,______,07,________ - 086,086,0107086
____,01,______,07,_____-____ - 046,046,0107046
____,01,______,07,_____-_____ - 023,023,0107023
____,01,______,07,______ - 032,032,0107032
____,01,______,07,___________ - 065,065,0107065
____,01,______,07,___________ - 066,066,0107066
____,01,______,07,______ - 156,156,0107156
____,01,______,07,_____ - 117,117,0107117
____,01,______,07,_____ - 103,103,0107103
____,01,______,07,_____ - 146,146,0107146
____,01,______,07,_____ - 098,098,0107098
____,01,______,07,______ - 097,097,0107097
____,01,______,07,_________ - 010,010,0107010
____,01,______,07,___________ - 092,092,0107092
____,01,______,07,___________ - 091,091,0107091
____,01,______,07,______ - 076,076,0107076
____,01,______,07,______ - 166,166,0107166
____,01,______,07,________ - 153,153,0107153
____,01,______,07,_______ - 001,001,0107001
____,01,______,08,_____ - 011,011,0108011
____,01,______,08,______ - 019,019,0108019
____,01,______,08,_______ ____ - 041,041,0108041
____,01,______,08,_______ ____ - 040,040,0108040
____,01,______,08,_____ ____ - 050,050,0108050
____,01,______,08,_____ - 083,083,0108083
____,01,______,08,_______ - 054,054,0108054
____,01,______,08,________ - 036,036,0108036
____,01,______,08,_____ - 023,023,0108023
____,01,______,08,______ - 025,025,0108025
____,01,______,08,_____ - 066,066,0108066
____,01,______,08,______ - 096,096,0108096
____,01,______,08,______ - 007,007,0108007
____,01,______,08,________ - 088,088,0108088
____,01,______,08,__________ - 092,092,0108092
____,01,______,08,_____ - 063,063,0108063
____,01,______,08,________ ____ - 043,043,0108043
____,01,______,08,________ ____ - 042,042,0108042
____,01,______,08,____ - 037,037,0108037
____,01,______,08,_______ - 058,058,0108058
____,01,______,08,_______ - 100,100,0108100
____,01,______,08,______ - 067,067,0108067
____,01,______,08,______ - 016,016,0108016
____,01,______,08,___ - 065,065,0108065
____,01,______,08,______ - 089,089,0108089
____,01,______,08,______ - 001,001,0108001
____,01,______,08,______ - 068,068,0108068
____,01,______,08,______ - 006,006,0108006
____,01,______,08,______ - 053,053,0108053
____,01,______,08,________ - 077,077,0108077
____,01,______,08,_________ ______ - 099,099,0108099
____,01,______,08,_____ - 034,034,0108034
____,01,______,08,_____ - 005,005,0108005
____,01,______,08,_____ - 044,044,0108044
____,01,______,08,_________ - 029,029,0108029
____,01,______,08,______ - 086,086,0108086
____,01,______,08,____ ______ - 090,090,0108090
____,01,______,08,____ ____ - 070,070,0108070
____,01,______,08,_____ - 010,010,0108010
____,01,______,08,_____ - 038,038,0108038
____,01,______,08,______ - 021,021,0108021
____,01,______,08,_________ - 080,080,0108080
____,01,______,08,_____ - 072,072,0108072
____,01,______,08,_______ - 022,022,0108022
____,01,______,08,_____ - 039,039,0108039
____,01,______,08,_____ - 009,009,0108009
____,01,______,08,____ - 060,060,0108060
____,01,______,08,_______ - 057,057,0108057
____,01,______,08,____ - 052,052,0108052
____,01,______,08,_________ - 101,101,0108101
____,01,______,08,_____ - 069,069,0108069
____,01,______,08,______ - 017,017,0108017
____,01,______,08,____ - 081,081,0108081
____,01,______,08,_____ ____ - 045,045,0108045
____,01,______,08,______ - 085,085,0108085
____,01,______,08,______ - 061,061,0108061
____,01,______,08,_____ - 028,028,0108028
____,01,______,08,__ ____ - 004,004,0108004
____,01,______,08,__ ____ - 003,003,0108003
____,01,______,08,____ - 002,002,0108002
____,01,______,08,____ - 020,020,0108020
____,01,______,08,________ - 035,035,0108035
____,01,______,08,_____ - 079,079,0108079
____,01,______,08,_____ - 087,087,0108087
____,01,______,08,______ - ____ - 091,091,0108091
____,01,______,08,____ - 059,059,0108059
____,01,______,08,____ ______ - 071,071,0108071
____,01,______,08,_______ - 056,056,0108056
____,01,______,08,_______ ____ - 030,030,0108030
____,01,______,08,_______ ____ - 047,047,0108047
____,01,______,08,_____ - 064,064,0108064
____,01,______,08,_____ - 018,018,0108018
____,01,______,08,_____ _____ - 075,075,0108075
____,01,______,08,_____ - 014,014,0108014
____,01,______,08,____ ____ - 074,074,0108074
____,01,______,08,____ ____ - 076,076,0108076
____,01,______,08,_____ - 015,015,0108015
____,01,______,08,_____ ____ - 082,082,0108082
____,01,______,08,_____ ____ - 062,062,0108062
____,01,______,08,_____ - 013,013,0108013
____,01,______,08,____ - 078,078,0108078
____,01,______,08,____ - 033,033,0108033
____,01,______,08,_________ - 012,012,0108012
____,01,______,08,____ - 055,055,0108055
____,01,______,08,____ _____ - 097,097,0108097
____,01,______,08,______ ____ - 008,008,0108008
____,01,______,08,_____ - 032,032,0108032
____,01,______,08,_____ - 084,084,0108084
____,01,______,08,____ - 031,031,0108031
____,01,______,08,_______-______ - 024,024,0108024
____,01,_______,09,______ - 059,059,0109059
____,01,_______,09,_____ - 005,005,0109005
____,01,_______,09,________ - 039,039,0109039
____,01,_______,09,________ ____ - 022,022,0109022
____,01,_______,09,________ ____ - 028,028,0109028
____,01,_______,09,________ - 015,015,0109015
____,01,_______,09,____ ____ - 012,012,0109012
____,01,_______,09,_______ - 046,046,0109046
____,01,_______,09,_____ - 014,014,0109014
____,01,_______,09,_______ - 053,053,0109053
____,01,_______,09,____ - 051,051,0109051
____,01,_______,09,____ - 040,040,0109040
____,01,_______,09,_____ - 031,031,0109031
____,01,_______,09,_____ - 029,029,0109029
____,01,_______,09,_____ - 004,004,0109004
____,01,_______,09,____ - 036,036,0109036
____,01,_______,09,____ - 010,010,0109010
____,01,_______,09,______ ____ - 001,001,0109001
____,01,_______,09,______ ____ - 002,002,0109002
____,01,_______,09,______ - 013,013,0109013
____,01,_______,09,______ - 030,030,0109030
____,01,_______,09,____ _____ - 050,050,0109050
____,01,_______,09,____ _____ - 032,032,0109032
____,01,_______,09,_____ - 017,017,0109017
____,01,_______,09,________-_ - 061,061,0109061
____,01,_______,09,________-_ - 025,025,0109025
____,01,_______,09,_______-_ - 024,024,0109024
____,01,_______,09,_______-_ - 063,063,0109063
____,01,_______,09,_________ - 056,056,0109056
____,01,_______,09,_______ - 018,018,0109018
____,01,_______,09,____ - 021,021,0109021
____,01,_______,09,______ - 008,008,0109008
____,01,_______,09,_____ - 023,023,0109023
____,01,_______,09,______ - 003,003,0109003
____,01,_______,09,_____ - 052,052,0109052
____,01,_______,09,____ - 007,007,0109007
____,01,_______,09,______ - 034,034,0109034
____,01,_______,09,_________ - 060,060,0109060
____,01,_______,09,_______ - 042,042,0109042
____,01,_______,09,______ - 035,035,0109035
____,01,_______,09,_____ - 048,048,0109048
____,01,_______,09,______ - 062,062,0109062
____,01,_______,09,____ - 044,044,0109044
____,01,_______,09,____ _____ - 049,049,0109049
____,01,_______,09,____ _____ - 026,026,0109026
____,01,_______,09,_______ - 038,038,0109038
____,01,_______,09,____ - 045,045,0109045
____,01,_______,09,________ - 009,009,0109009
____,01,_______,09,____ - 055,055,0109055
____,01,_______,09,____ - 019,019,0109019
____,01,_______,09,______ - 016,016,0109016
____,01,_______,09,_____ - 043,043,0109043
____,01,_______,09,_____ - 006,006,0109006
____,01,_______,09,______ - 020,020,0109020
____,01,_______,09,________ - 037,037,0109037
____,01,_______,09,_____ - 041,041,0109041
____,01,_______,09,_______ - 054,054,0109054
____,01,_______,09,______ - 027,027,0109027
____,01,_______,09,_____ _____ - 011,011,0109011
____,01,_______,09,_______ - 033,033,0109033
____,01,_______,09,_____ - 047,047,0109047
____,01,_______,09,____ - 057,057,0109057
____,01,________,10,_______ - 002,002,0110002
____,01,________,10,______ - 007,007,0110007
____,01,________,10,______ - 008,008,0110008
____,01,________,10,_____ - 006,006,0110006
____,01,________,10,_____ - 001,001,0110001
____,01,________,10,______ - 003,003,0110003
____,01,________,10,________ - 005,005,0110005
____,01,________,10,_____ - 004,004,0110004
____,01,___ ____,11,______ - 003,003,0111003
____,01,___ ____,11,___ ____ - 006,006,0111006
____,01,___ ____,11,___ ___ - 005,005,0111005
____,01,___ ____,11,______ - 004,004,0111004
____,01,___ ____,11,_______ - 001,001,0111001
____,01,___ ____,11,_____ - 002,002,0111002
_________,02,___,01,________ - 009,009,0201009
_________,02,___,01,________ - 055,055,0201055
_________,02,___,01,________ - 053,053,0201053
_________,02,___,01,_____ - 011,011,0201011
_________,02,___,01,_____ - 034,034,0201034
_________,02,___,01,________ - 089,089,0201089
_________,02,___,01,____ - 042,042,0201042
_________,02,___,01,________ - 025,025,0201025
_________,02,___,01,___ - 103,103,0201103
_________,02,___,01,_________ - 013,013,0201013
_________,02,___,01,________ - 007,007,0201007
_________,02,___,01,__________ - 090,090,0201090
_________,02,___,01,______ - 015,015,0201015
_________,02,___,01,______ - 028,028,0201028
_________,02,___,01,_____ - 056,056,0201056
_________,02,___,01,__________ - 052,052,0201052
_________,02,___,01,_________ - 047,047,0201047
_________,02,___,01,_________ - 040,040,0201040
_________,02,___,01,______ - 038,038,0201038
_________,02,___,01,____ - 073,073,0201073
_________,02,___,01,_______ - 054,054,0201054
_________,02,___,01,______ - 023,023,0201023
_________,02,___,01,____ - 041,041,0201041
_________,02,___,01,_______ - 051,051,0201051
_________,02,___,01,_____ - 020,020,0201020
_________,02,___,01,_________ - 024,024,0201024
_________,02,___,01,________ - 088,088,0201088
_________,02,___,01,_________ - 002,002,0201002
_________,02,___,01,____ - 026,026,0201026
_________,02,___,01,____ - 017,017,0201017
_________,02,___,01,_______ - 068,068,0201068
_________,02,___,01,________ - 032,032,0201032
_________,02,___,01,____ - 031,031,0201031
_________,02,___,01,_______(__) - 003,003,0201003
_________,02,___,01,_______(__) - 029,029,0201029
_________,02,___,01,_______ - 008,008,0201008
_________,02,___,01,________ - 067,067,0201067
_________,02,___,01,_____ - 066,066,0201066
_________,02,___,01,____ - 006,006,0201006
_________,02,___,01,_______ (_____) - 064,064,0201064
_________,02,___,01,______ - 061,061,0201061
_________,02,___,01,______ - 037,037,0201037
_________,02,___,01,__________ - 030,030,0201030
_________,02,___,01,_______ - 010,010,0201010
_________,02,___,01,______ - 027,027,0201027
_________,02,___,01,_____ - 045,045,0201045
_________,02,___,01,____ - 063,063,0201063
_________,02,___,01,_____ - 012,012,0201012
_________,02,___,01,_________ - 016,016,0201016
_________,02,___,01,_______ - 084,084,0201084
_________,02,___,01,_____ - 065,065,0201065
_________,02,___,01,_____ - 039,039,0201039
_________,02,___,01,_____ - 058,058,0201058
_________,02,___,01,________ - 069,069,0201069
_________,02,___,01,________ - 057,057,0201057
_________,02,___,01,_______ - 087,087,0201087
_________,02,___,01,_______ - 077,077,0201077
_________,02,___,01,_____ - 059,059,0201059
_________,02,___,01,_____ - 049,049,0201049
_________,02,___,01,______ - 001,001,0201001
_________,02,___,01,__________ - 004,004,0201004
_________,02,___,01,___________ - 005,005,0201005
_________,02,___,01,________ - 093,093,0201093
_________,02,___,01,______ - 060,060,0201060
_________,02,___,01,______ - 046,046,0201046
_________,02,___,01,_________ - 014,014,0201014
_________,02,___,01,______ - 035,035,0201035
_________,02,___,01,_________ - 022,022,0201022
_________,02,___,01,_______ - 091,091,0201091
_________,02,___,01,_____ - 048,048,0201048
_________,02,___,01,_______ - 104,104,0201104
_________,02,___,01,________ - 036,036,0201036
_________,02,___,01,________ - 019,019,0201019
_________,02,___,01,___ - 043,043,0201043
_________,02,___,01,_____ - 050,050,0201050
_________,02,___,01,_______ - 085,085,0201085
_________,02,___,01,_____ - 018,018,0201018
_________,02,___,01,_______ - 033,033,0201033
_________,02,___,01,_________ - 044,044,0201044
_________,02,___,01,______ - 086,086,0201086
_________,02,___,01,_______ - 021,021,0201021
_________,02,____,02,_______ - 022,022,0202022
_________,02,____,02,_______ - 104,104,0202104
_________,02,____,02,______ - 072,072,0202072
_________,02,____,02,______ - 005,005,0202005
_________,02,____,02,_____ - 095,095,0202095
_________,02,____,02,_____ - 081,081,0202081
_________,02,____,02,_________ - 093,093,0202093
_________,02,____,02,______ - 096,096,0202096
_________,02,____,02,_______ - 059,059,0202059
_________,02,____,02,_____ - 062,062,0202062
_________,02,____,02,_______ - 087,087,0202087
_________,02,____,02,______ - 117,117,0202117
_________,02,____,02,_____ - 021,021,0202021
_________,02,____,02,_______ - 035,035,0202035
_________,02,____,02,_____ - 001,001,0202001
_________,02,____,02,_____ - 067,067,0202067
_________,02,____,02,_____ - 073,073,0202073
_________,02,____,02,_______ - 099,099,0202099
_________,02,____,02,_________ - 089,089,0202089
_________,02,____,02,______ - 121,121,0202121
_________,02,____,02,________ - 016,016,0202016
_________,02,____,02,____ - 014,014,0202014
_________,02,____,02,_____ - 129,129,0202129
_________,02,____,02,_____ - 078,078,0202078
_________,02,____,02,______ - 028,028,0202028
_________,02,____,02,________ - 051,051,0202051
_________,02,____,02,______ - 102,102,0202102
_________,02,____,02,______ - 063,063,0202063
_________,02,____,02,_____ - 103,103,0202103
